39,670
82,690
119,693
157,697
195,700
232,688
270,687
307,683
349,691
387,694
423,694
461,719
498,706
536,707
574,705
611,701
649,698
686,687
723,696
761,702
798,714
836,706
873,705
912,706
949,701
987,694
1025,691
1061,692
1099,704
1136,702
1174,706
1212,710
1249,706
1287,699
1325,691
1361,691
1399,699
1437,701
1474,705
1512,710
1549,707
1587,708
1624,696
1661,692
1699,693
1736,697
1774,711
1811,706
1849,702
1887,709
1924,702
1961,688
1998,691
2036,692
2074,696
2110,696
2148,705
2185,706
2223,694
2260,688
2297,678
2335,682
2373,678
2411,674
2448,671
2486,681
2524,670
2561,670
2598,667
2636,668
2674,659
2711,669
2749,677
2787,678
2824,699
2862,699
2899,700
2937,692
2974,700
3012,689
3050,692
3088,695
3125,702
3163,705
3201,708
3238,701
3276,692
3314,700
3351,694
3389,684
3427,705
3464,709
3502,711
3539,715
3577,708
3614,702
3652,699
3690,701
3727,698
3765,703
3803,707
3841,705
3877,707
3915,719
3953,700
3990,705
4031,701
4068,693
4106,692
4144,710
4182,712
4218,705
4256,706
4294,709
4332,709
4370,703
4408,700
4445,700
4483,701
4520,705
4558,704
4595,710
4633,700
4671,712
4709,701
4746,700
4784,694
4822,705
4859,705
4896,700
4934,706
4972,709
5009,704
5047,703
5085,706
5123,691
5159,704
5197,708
5235,710
5272,709
5310,710
5348,705
5385,703
5423,695
5460,688
5498,695
5536,699
5574,709
5611,703
5649,701
5687,704
5725,701
5762,698
5799,693
5837,694
5874,701
5912,701
5953,706
5990,700
6028,702
6066,696
6103,700
6140,694
6178,692
6215,687
6253,694
6291,707
6329,699
6366,710
6404,703
6441,702
6478,693
6516,693
6554,690
6592,701
6629,704
6667,700
6705,699
6743,704
6780,704
6818,693
6855,695
6893,686
6931,694
6968,704
7006,708
7044,701
7080,732
7118,707
7156,692
7194,686
7231,685
7269,696
7307,700
7344,697
7382,703
7419,707
7457,702
7494,695
7532,691
7570,686
7607,689
7645,696
7683,703
7720,700
7757,703
7795,702
7833,697
7874,704
7911,704
7949,690
7987,688
8025,697
8061,701
8099,699
8137,699
8174,698
8212,698
8250,698
8287,689
8325,688
8363,695
8400,705
8437,701
8475,702
8513,700
8551,696
8588,695
8626,688
8664,679
8700,692
8738,698
8776,699
8813,707
8851,706
8889,702
8927,697
8964,687
9003,684
9040,701
9077,697
9115,701
9153,702
9190,701
9228,700
9266,698
9304,689
9340,683
9378,695
9416,699
9453,697
9491,700
9529,704
9566,703
9604,688
9641,691
9678,691
9716,689
9754,696
9794,697
9832,703
9870,705
9907,700
9945,700
9982,696
10019,690
10057,689
10095,696
10133,695
10171,699
10209,702
10247,699
10285,697
10321,690
10359,691
10397,680
10435,689
10472,690
10510,700
10548,700
10586,694
10622,705
10660,696
10698,692
10736,685
10774,687
10811,694
10849,700
10887,696
10925,705
10961,709
10999,702
11037,697
11075,687
11112,685
11150,686
11188,690
11226,700
11262,699
11300,703
11339,700
11377,697
11414,690
11452,689
11490,687
11528,691
11568,685
11606,697
11642,700
11680,700
11718,699
11756,698
11793,687
11831,686
11869,684
11907,686
11943,696
11981,697
12019,701
12057,697
12094,697
12132,699
12170,694
12208,685
12244,685
12282,689
12320,695
12358,706
12395,700
12433,690
12472,693
12509,688
12547,688
12584,685
12622,690
12659,694
12697,696
12735,698
12773,702
12810,694
12848,690
12886,683
12923,683
12960,685
12998,694
13036,695
13074,695
13111,702
13149,694
13187,689
13224,681
13261,682
13299,686
13339,687
13377,694
13415,695
13452,694
13490,696
13527,693
13564,689
13602,686
13640,687
13678,676
13715,695
13753,695
13791,698
13828,695
13865,695
13902,693
13940,681
13978,682
14015,685
14053,695
14090,682
14128,696
14166,700
14202,696
14240,687
14277,688
14315,686
14353,691
14390,696
14428,692
14466,700
14502,698
14540,690
14578,685
14615,681
14653,671
14690,688
14728,695
14766,693
14803,697
14841,692
14878,691
14916,682
14953,676
14991,680
15029,689
15066,697
15101,694
15138,696
15176,695
15214,689
15251,679
15289,676
15326,693
15364,694
15401,702
15438,691
15476,689
15514,697
15551,678
15589,677
15626,684
15664,691
15702,696
15738,695
15776,696
15814,687
15851,680
15889,677
15926,678
15965,682
16002,691
16039,685
16077,696
16114,693
16152,689
16189,687
16227,678
16265,678
16302,685
16339,701
16376,694
16414,699
16452,690
16489,688
16527,689
16565,682
16602,678
16640,691
16676,692
16714,687
16752,692
16789,696
16830,696
16867,691
16905,682
16943,670
16979,682
17017,694
17055,689
17093,694
17131,688
17169,687
17207,718
17245,688
17282,678
17319,679
17357,685
17395,699
17432,690
17470,690
17508,698
17546,699
17583,676
17620,673
17658,677
17696,685
17733,693
17771,690
17809,690
17847,697
17884,690
17922,683
17959,695
17997,675
18034,682
18072,690
18110,694
18148,691
18185,692
18223,691
18262,690
18298,684
18336,683
18374,678
18412,687
18449,691
18487,692
18525,697
18563,685
18603,688
18640,694
18678,688
18715,684
18753,683
18791,686
18829,689
18866,686
18904,690
18941,688
18979,691
19016,678
19054,687
19092,680
19130,674
19168,685
19205,687
19243,697
19280,697
19318,685
19356,684
19393,683
19432,684
19474,679
19512,677
19549,672
19587,679
19624,688
19662,688
19699,687
19737,693
19775,699
19813,689
19851,681
19888,676
19926,676
19963,687
20001,693
20038,685
20076,687
20114,682
20152,682
20190,682
20227,682
20264,676
20302,686
20342,685
20380,694
20418,685
20456,687
20494,688
20531,686
20570,686
20608,681
20644,682
20682,677
20720,684
20758,693
20795,687
20833,684
20871,687
20909,688
20945,677
20983,674
21021,675
21059,682
21096,685
21134,690
21172,691
21210,688
21246,684
21284,684
21322,679
21359,676
21397,676
21435,689
21473,691
21510,688
21548,688
21585,690
21623,677
21661,674
21698,676
21737,671
21775,676
21812,685
21850,686
21888,688
21924,687
21962,685
22000,685
22038,681
22075,674
22116,688
22154,683
22191,687
22228,681
22266,684
22304,693
22341,685
22379,678
22417,680
22454,674
22492,684
22530,680
22567,684
22604,691
22642,689
22680,691
22718,684
22755,673
22793,668
22831,680
22868,689
22906,694
22944,694
22982,686
23019,692
23057,688
23095,681
23132,679
23170,674
23207,683
23245,693
23282,688
23320,690
23358,684
23396,689
23433,686
23471,676
23508,674
23546,678
23583,687
23621,695
23659,689
23697,690
23734,683
23772,668
23810,676
23849,682
23887,669
23925,682
23962,682
24000,687
24039,685
24077,712
24114,687
24152,687
24189,678
24227,675
24264,678
24302,679
24340,691
24378,690
24415,684
24453,693
24491,684
24528,691
24565,675
24603,677
24641,677
24679,681
24716,683
24754,693
24792,691
24829,685
24866,684
24904,679
24942,672
24980,671
25017,688
25055,689
25093,690
25131,688
25167,679
25206,684
25244,680
25281,675
25319,673
25357,675
25395,684
25432,687
25469,690
25507,691
25545,681
25582,682
25623,682
25660,674
25698,670
25736,674
25774,687
25810,683
25848,686
25886,688
25924,688
25961,683
25999,679
26037,674
26075,674
26112,684
26149,686
26187,683
26225,686
26262,688
26300,687
26338,685
26377,666
26414,668
26451,679
26489,700
26527,687
26564,689
26602,693
26640,683
26678,696
26715,679
26753,668
26790,675
26828,686
26865,686
26903,686
26941,687
26979,691
27016,678
27054,681
27091,673
27129,678
27166,681
27204,686
27242,688
27280,689
27317,684
27358,692
27395,681
27432,684
27470,674
27508,673
27546,679
27583,686
27621,691
27659,689
27696,687
27734,681
27770,672
27808,676
27846,674
27883,685
27921,687
27958,698
27996,688
28034,688
28070,678
28108,678
28146,676
28183,683
28221,685
28258,690
28296,686
28334,686
28370,685
28408,676
28446,679
28483,676
28521,683
28558,685
28596,695
28634,692
28672,693
28709,685
28746,679
28784,671
28821,671
28859,679
28897,684
28934,687
28972,686
29009,688
29046,682
29084,681
29131,683
29171,680
29211,699
29250,684
29290,684
29330,688
29370,688
29409,686
29449,691
29489,689
29529,683
29568,685
29607,686
29647,693
29687,691
29726,686
29766,683
29806,685
29846,680
29886,687
29926,682
29965,688
30005,683
30045,687
30085,691
30124,679
30163,686
30203,684
30242,679
30282,685
30322,686
30362,679
30401,688
30441,689
30481,682
30521,680
30560,683
30600,683
30640,682
30679,682
30718,680
30758,683
30798,670
30837,674
30877,678
30917,683
30959,693
30999,683
31040,692
31080,684
31119,697
31159,686
31199,692
31239,687
31279,686
31319,684
31358,669
31397,687
31437,688
31477,688
31517,689
31557,689
31597,689
31637,683
31676,687
31716,693
31756,712
31796,688
31836,688
31876,690
31916,689
31955,681
31994,688
32034,693
32074,690
32114,682
32154,686
32194,685
32234,690
32274,683
32314,684
32354,677
32394,686
32434,686
32473,685
32513,689
32552,681
32592,686
32632,684
32672,693
32712,681
32752,675
32791,681
32834,682
32874,674
32914,680
32953,686
32993,682
33033,680
33073,680
33113,684
33153,680
33192,677
33232,685
33271,683
33311,685
33351,684
33391,681
33431,685
33471,681
33511,688
33551,682
33591,684
33631,686
33671,689
33711,681
33751,680
33789,688
33829,679
33869,689
33909,680
33949,678
33989,696
34029,683
34068,676
34108,683
34148,681
34188,683
34228,685
34268,684
34308,689
34347,684
34386,689
34426,688
34466,694
34506,692
34546,685
34586,685
34626,679
34665,687
34703,680
34744,686
34784,682
34823,682
34863,691
34903,676
34942,686
34982,685
35022,678
35062,688
35101,680
35141,689
35181,684
35221,692
35261,685
35301,688
35340,672
35380,678
35420,686
35460,692
35500,675
35539,690
35579,684
35618,682
35658,687
35698,688
35738,685
35778,691
35818,684
35858,686
35897,684
35937,678
35978,680
36018,695
36058,683
36097,690
36136,683
36176,686
36216,682
36256,681
36296,687
36336,687
36375,684
36415,684
36455,679
36495,686
36537,684
36577,679
36617,676
36657,684
36697,670
36737,684
36775,685
36815,681
36855,684
36895,678
36935,688
36975,678
37015,678
37054,686
37094,684
37134,686
37175,685
37214,684
37254,688
37294,684
37334,684
37373,686
37413,689
37452,686
37492,684
37532,689
37572,681
37612,677
37652,680
37692,686
37731,679
37771,680
37811,683
37851,689
37891,684
37931,684
37969,684
38009,680
38049,683
38089,686
38129,678
38169,687
38209,681
